DATE	NFCI
1980-07-04	1.23118
1980-07-11	1.03590
1980-07-18	0.89145
1980-07-25	0.79668
1980-08-01	0.75066
1980-08-08	0.74922
1980-08-15	0.78066
1980-08-22	0.83376
1980-08-29	0.90447
1980-09-05	0.98477
1980-09-12	1.06575
1980-09-19	1.15151
1980-09-26	1.24170
1980-10-03	1.34128
1980-10-10	1.45275
1980-10-17	1.58902
1980-10-24	1.74813
1980-10-31	1.93506
1980-11-07	2.14560
1980-11-14	2.36864
1980-11-21	2.59777
1980-11-28	2.82083
1980-12-05	3.01380
1980-12-12	3.16271
1980-12-19	3.26369
1980-12-26	3.29330
1981-01-02	3.26117
1981-01-09	3.16921
1981-01-16	3.03171
1981-01-23	2.85868
1981-01-30	2.66783
1981-02-06	2.46833
1981-02-13	2.27641
1981-02-20	2.10361
1981-02-27	1.94849
1981-03-06	1.82314
1981-03-13	1.73059
1981-03-20	1.67420
1981-03-27	1.65619
1981-04-03	1.67780
1981-04-10	1.73384
1981-04-17	1.82480
1981-04-24	1.93668
1981-05-01	2.06678
1981-05-08	2.21311
1981-05-15	2.36948
1981-05-22	2.53115
1981-05-29	2.70127
1981-06-05	2.86774
1981-06-12	3.03081
1981-06-19	3.17949
1981-06-26	3.30710
1981-07-03	3.40726
1981-07-10	3.47781
1981-07-17	3.51735
1981-07-24	3.52297
1981-07-31	3.50218
1981-08-07	3.45429
1981-08-14	3.38709
1981-08-21	3.30852
1981-08-28	3.22825
1981-09-04	3.15034
1981-09-11	3.08253
1981-09-18	3.02097
1981-09-25	2.96587
1981-10-02	2.91993
1981-10-09	2.87438
1981-10-16	2.83141
1981-10-23	2.78596
1981-10-30	2.73225
1981-11-06	2.66413
1981-11-13	2.58298
1981-11-20	2.48998
1981-11-27	2.39275
1981-12-04	2.29940
1981-12-11	2.21244
1981-12-18	2.13266
1981-12-25	2.06289
1982-01-01	2.00008
1982-01-08	1.94729
1982-01-15	1.91218
1982-01-22	1.89473
1982-01-29	1.90002
1982-02-05	1.92034
1982-02-12	1.95466
1982-02-19	1.99620
1982-02-26	2.03895
1982-03-05	2.07579
1982-03-12	2.10632
1982-03-19	2.13303
1982-03-26	2.15475
1982-04-02	2.17160
1982-04-09	2.18954
1982-04-16	2.20970
1982-04-23	2.23471
1982-04-30	2.27044
1982-05-07	2.32084
1982-05-14	2.38972
1982-05-21	2.47739
1982-05-28	2.57603
1982-06-04	2.67736
1982-06-11	2.77591
1982-06-18	2.85875
1982-06-25	2.91718
1982-07-02	2.94851
1982-07-09	2.95698
1982-07-16	2.94930
1982-07-23	2.94251
1982-07-30	2.95012
1982-08-06	2.98462
1982-08-13	3.05110
1982-08-20	3.14180
1982-08-27	3.24657
1982-09-03	3.34478
1982-09-10	3.41248
1982-09-17	3.42717
1982-09-24	3.36705
1982-10-01	3.22380
1982-10-08	3.00201
1982-10-15	2.71816
1982-10-22	2.39971
1982-10-29	2.07407
1982-11-05	1.76627
1982-11-12	1.49354
1982-11-19	1.26469
1982-11-26	1.08153
1982-12-03	0.93710
1982-12-10	0.82254
1982-12-17	0.72794
1982-12-24	0.64088
1982-12-31	0.55569
1983-01-07	0.46966
1983-01-14	0.38430
1983-01-21	0.30205
1983-01-28	0.22755
1983-02-04	0.16319
1983-02-11	0.11146
1983-02-18	0.07359
1983-02-25	0.04898
1983-03-04	0.03402
1983-03-11	0.02779
1983-03-18	0.02599
1983-03-25	0.02249
1983-04-01	0.01439
1983-04-08	-0.00182
1983-04-15	-0.02717
1983-04-22	-0.06034
1983-04-29	-0.09818
1983-05-06	-0.13629
1983-05-13	-0.16934
1983-05-20	-0.19416
1983-05-27	-0.21031
1983-06-03	-0.21580
1983-06-10	-0.21226
1983-06-17	-0.20209
1983-06-24	-0.18696
1983-07-01	-0.16820
1983-07-08	-0.14921
1983-07-15	-0.13109
1983-07-22	-0.11656
1983-07-29	-0.10607
1983-08-05	-0.10007
1983-08-12	-0.09794
1983-08-19	-0.09982
1983-08-26	-0.10286
1983-09-02	-0.10586
1983-09-09	-0.10732
1983-09-16	-0.10553
1983-09-23	-0.09791
1983-09-30	-0.08424
1983-10-07	-0.06379
1983-10-14	-0.03784
1983-10-21	-0.00742
1983-10-28	0.02270
1983-11-04	0.05203
1983-11-11	0.07688
1983-11-18	0.09668
1983-11-25	0.11066
1983-12-02	0.11750
1983-12-09	0.11650
1983-12-16	0.10682
1983-12-23	0.08666
1983-12-30	0.05580
1984-01-06	0.01772
1984-01-13	-0.02525
1984-01-20	-0.06996
1984-01-27	-0.11167
1984-02-03	-0.14747
1984-02-10	-0.17546
1984-02-17	-0.19335
1984-02-24	-0.20076
1984-03-02	-0.19632
1984-03-09	-0.17869
1984-03-16	-0.14652
1984-03-23	-0.09940
1984-03-30	-0.03630
1984-04-06	0.04260
1984-04-13	0.13577
1984-04-20	0.24265
1984-04-27	0.36145
1984-05-04	0.48782
1984-05-11	0.61779
1984-05-18	0.74506
1984-05-25	0.86420
1984-06-01	0.97190
1984-06-08	1.06306
1984-06-15	1.13534
1984-06-22	1.18404
1984-06-29	1.20427
1984-07-06	1.19206
1984-07-13	1.14749
1984-07-20	1.07733
1984-07-27	0.98922
1984-08-03	0.89363
1984-08-10	0.79967
1984-08-17	0.71364
1984-08-24	0.63719
1984-08-31	0.57056
1984-09-07	0.51306
1984-09-14	0.46075
1984-09-21	0.40958
1984-09-28	0.35753
1984-10-05	0.30386
1984-10-12	0.24806
1984-10-19	0.19181
1984-10-26	0.13779
1984-11-02	0.08768
1984-11-09	0.04146
1984-11-16	-0.00193
1984-11-23	-0.04281
1984-11-30	-0.08326
1984-12-07	-0.12308
1984-12-14	-0.16498
1984-12-21	-0.20895
1984-12-28	-0.25327
1985-01-04	-0.29734
1985-01-11	-0.33683
1985-01-18	-0.36721
1985-01-25	-0.38619
1985-02-01	-0.39240
1985-02-08	-0.38603
1985-02-15	-0.37055
1985-02-22	-0.34930
1985-03-01	-0.32558
1985-03-08	-0.30312
1985-03-15	-0.28520
1985-03-22	-0.27310
1985-03-29	-0.26839
1985-04-05	-0.27320
1985-04-12	-0.28694
1985-04-19	-0.30875
1985-04-26	-0.33641
1985-05-03	-0.36660
1985-05-10	-0.39790
1985-05-17	-0.42550
1985-05-24	-0.44831
1985-05-31	-0.46471
1985-06-07	-0.47353
1985-06-14	-0.47407
1985-06-21	-0.46741
1985-06-28	-0.45405
1985-07-05	-0.43614
1985-07-12	-0.41433
1985-07-19	-0.38857
1985-07-26	-0.35910
1985-08-02	-0.32681
1985-08-09	-0.29185
1985-08-16	-0.25594
1985-08-23	-0.22164
1985-08-30	-0.19143
1985-09-06	-0.16824
1985-09-13	-0.15479
1985-09-20	-0.15345
1985-09-27	-0.16427
1985-10-04	-0.18687
1985-10-11	-0.21793
1985-10-18	-0.25322
1985-10-25	-0.28808
1985-11-01	-0.31806
1985-11-08	-0.33939
1985-11-15	-0.35076
1985-11-22	-0.35155
1985-11-29	-0.34384
1985-12-06	-0.33083
1985-12-13	-0.31564
1985-12-20	-0.30210
1985-12-27	-0.29127
1986-01-03	-0.28637
1986-01-10	-0.28700
1986-01-17	-0.29244
1986-01-24	-0.30178
1986-01-31	-0.31415
1986-02-07	-0.32647
1986-02-14	-0.33692
1986-02-21	-0.34444
1986-02-28	-0.34925
1986-03-07	-0.35292
1986-03-14	-0.35823
1986-03-21	-0.36795
1986-03-28	-0.38505
1986-04-04	-0.41163
1986-04-11	-0.44525
1986-04-18	-0.48279
1986-04-25	-0.52035
1986-05-02	-0.55246
1986-05-09	-0.57504
1986-05-16	-0.58620
1986-05-23	-0.58539
1986-05-30	-0.57410
1986-06-06	-0.55507
1986-06-13	-0.53168
1986-06-20	-0.50955
1986-06-27	-0.49427
1986-07-04	-0.48927
1986-07-11	-0.49595
1986-07-18	-0.51462
1986-07-25	-0.54218
1986-08-01	-0.57414
1986-08-08	-0.60471
1986-08-15	-0.63041
1986-08-22	-0.64667
1986-08-29	-0.65128
1986-09-05	-0.64454
1986-09-12	-0.62793
1986-09-19	-0.60761
1986-09-26	-0.58751
1986-10-03	-0.57146
1986-10-10	-0.56275
1986-10-17	-0.56124
1986-10-24	-0.56441
1986-10-31	-0.57036
1986-11-07	-0.57599
1986-11-14	-0.57931
1986-11-21	-0.57751
1986-11-28	-0.57060
1986-12-05	-0.55882
1986-12-12	-0.54391
1986-12-19	-0.52725
1986-12-26	-0.51150
1987-01-02	-0.50101
1987-01-09	-0.49546
1987-01-16	-0.49485
1987-01-23	-0.49796
1987-01-30	-0.50258
1987-02-06	-0.50488
1987-02-13	-0.50168
1987-02-20	-0.48926
1987-02-27	-0.46665
1987-03-06	-0.43039
1987-03-13	-0.37534
1987-03-20	-0.29903
1987-03-27	-0.20124
1987-04-03	-0.08324
1987-04-10	0.04754
1987-04-17	0.18403
1987-04-24	0.31466
1987-05-01	0.42826
1987-05-08	0.52113
1987-05-15	0.58502
1987-05-22	0.62109
1987-05-29	0.62366
1987-06-05	0.59853
1987-06-12	0.55134
1987-06-19	0.48574
1987-06-26	0.41302
1987-07-03	0.33761
1987-07-10	0.26463
1987-07-17	0.19330
1987-07-24	0.12505
1987-07-31	0.06466
1987-08-07	0.01881
1987-08-14	-0.00764
1987-08-21	-0.00208
1987-08-28	0.03856
1987-09-04	0.11560
1987-09-11	0.22164
1987-09-18	0.35218
1987-09-25	0.49830
1987-10-02	0.65335
1987-10-09	0.80333
1987-10-16	0.93650
1987-10-23	1.04224
1987-10-30	1.11329
1987-11-06	1.14289
1987-11-13	1.14258
1987-11-20	1.12207
1987-11-27	1.08572
1987-12-04	1.03977
1987-12-11	0.98010
1987-12-18	0.91090
1987-12-25	0.82955
1988-01-01	0.73975
1988-01-08	0.64466
1988-01-15	0.55078
1988-01-22	0.45869
1988-01-29	0.37223
1988-02-05	0.29369
1988-02-12	0.22719
1988-02-19	0.17550
1988-02-26	0.13838
1988-03-04	0.11683
1988-03-11	0.11050
1988-03-18	0.11912
1988-03-25	0.13800
1988-04-01	0.16565
1988-04-08	0.19802
1988-04-15	0.22776
1988-04-22	0.25251
1988-04-29	0.26683
1988-05-06	0.27122
1988-05-13	0.26826
1988-05-20	0.26002
1988-05-27	0.25057
1988-06-03	0.24469
1988-06-10	0.24446
1988-06-17	0.25227
1988-06-24	0.26915
1988-07-01	0.29393
1988-07-08	0.32318
1988-07-15	0.35339
1988-07-22	0.38071
1988-07-29	0.40058
1988-08-05	0.41202
1988-08-12	0.41352
1988-08-19	0.40486
1988-08-26	0.38648
1988-09-02	0.36218
1988-09-09	0.33403
1988-09-16	0.30695
1988-09-23	0.28408
1988-09-30	0.26509
1988-10-07	0.24857
1988-10-14	0.23287
1988-10-21	0.21696
1988-10-28	0.20108
1988-11-04	0.18618
1988-11-11	0.17427
1988-11-18	0.16568
1988-11-25	0.16125
1988-12-02	0.15934
1988-12-09	0.15991
1988-12-16	0.16082
1988-12-23	0.16306
1988-12-30	0.16515
1989-01-06	0.16854
1989-01-13	0.17424
1989-01-20	0.18428
1989-01-27	0.20295
1989-02-03	0.23443
1989-02-10	0.28119
1989-02-17	0.34434
1989-02-24	0.41989
1989-03-03	0.50398
1989-03-10	0.58773
1989-03-17	0.66458
1989-03-24	0.72538
1989-03-31	0.76303
1989-04-07	0.77423
1989-04-14	0.75729
1989-04-21	0.71198
1989-04-28	0.64822
1989-05-05	0.57003
1989-05-12	0.48954
1989-05-19	0.41463
1989-05-26	0.35461
1989-06-02	0.31353
1989-06-09	0.29121
1989-06-16	0.28237
1989-06-23	0.28042
1989-06-30	0.27730
1989-07-07	0.26878
1989-07-14	0.25194
1989-07-21	0.23111
1989-07-28	0.21161
1989-08-04	0.19717
1989-08-11	0.19519
1989-08-18	0.20647
1989-08-25	0.23079
1989-09-01	0.26577
1989-09-08	0.30543
1989-09-15	0.34464
1989-09-22	0.37573
1989-09-29	0.39527
1989-10-06	0.39862
1989-10-13	0.38388
1989-10-20	0.35230
1989-10-27	0.30693
1989-11-03	0.25265
1989-11-10	0.19659
1989-11-17	0.14303
1989-11-24	0.09720
1989-12-01	0.06192
1989-12-08	0.03878
1989-12-15	0.02739
1989-12-22	0.02651
1989-12-29	0.03320
1990-01-05	0.04581
1990-01-12	0.06004
1990-01-19	0.07173
1990-01-26	0.07975
1990-02-02	0.08089
1990-02-09	0.07563
1990-02-16	0.06577
1990-02-23	0.05415
1990-03-02	0.04430
1990-03-09	0.03875
1990-03-16	0.04079
1990-03-23	0.04948
1990-03-30	0.06359
1990-04-06	0.07999
1990-04-13	0.09249
1990-04-20	0.09856
1990-04-27	0.09415
1990-05-04	0.07661
1990-05-11	0.04676
1990-05-18	0.00692
1990-05-25	-0.03881
1990-06-01	-0.08575
1990-06-08	-0.12777
1990-06-15	-0.16065
1990-06-22	-0.18193
1990-06-29	-0.18916
1990-07-06	-0.18303
1990-07-13	-0.16544
1990-07-20	-0.13715
1990-07-27	-0.10039
1990-08-03	-0.05768
1990-08-10	-0.01000
1990-08-17	0.03882
1990-08-24	0.08914
1990-08-31	0.13943
1990-09-07	0.19129
1990-09-14	0.24322
1990-09-21	0.29449
1990-09-28	0.34289
1990-10-05	0.38060
1990-10-12	0.40649
1990-10-19	0.42073
1990-10-26	0.42276
1990-11-02	0.41863
1990-11-09	0.41323
1990-11-16	0.40940
1990-11-23	0.41189
1990-11-30	0.42408
1990-12-07	0.44175
1990-12-14	0.46506
1990-12-21	0.49137
1990-12-28	0.51038
1991-01-04	0.51262
1991-01-11	0.49681
1991-01-18	0.45716
1991-01-25	0.39244
1991-02-01	0.31572
1991-02-08	0.23230
1991-02-15	0.15120
1991-02-22	0.07816
1991-03-01	0.01536
1991-03-08	-0.03863
1991-03-15	-0.08399
1991-03-22	-0.12178
1991-03-29	-0.15391
1991-04-05	-0.18031
1991-04-12	-0.20223
1991-04-19	-0.22089
1991-04-26	-0.23486
1991-05-03	-0.24415
1991-05-10	-0.24819
1991-05-17	-0.24583
1991-05-24	-0.23874
1991-05-31	-0.22930
1991-06-07	-0.22160
1991-06-14	-0.21965
1991-06-21	-0.22784
1991-06-28	-0.24706
1991-07-05	-0.27852
1991-07-12	-0.31900
1991-07-19	-0.36579
1991-07-26	-0.41337
1991-08-02	-0.45705
1991-08-09	-0.49413
1991-08-16	-0.52135
1991-08-23	-0.53972
1991-08-30	-0.55152
1991-09-06	-0.55733
1991-09-13	-0.56174
1991-09-20	-0.56528
1991-09-27	-0.56907
1991-10-04	-0.57341
1991-10-11	-0.58017
1991-10-18	-0.58834
1991-10-25	-0.59710
1991-11-01	-0.60671
1991-11-08	-0.61592
1991-11-15	-0.62415
1991-11-22	-0.63143
1991-11-29	-0.63889
1991-12-06	-0.64725
1991-12-13	-0.65667
1991-12-20	-0.66412
1991-12-27	-0.67098
1992-01-03	-0.67325
1992-01-10	-0.67487
1992-01-17	-0.67249
1992-01-24	-0.67019
1992-01-31	-0.66924
1992-02-07	-0.66837
1992-02-14	-0.66823
1992-02-21	-0.66718
1992-02-28	-0.66595
1992-03-06	-0.66481
1992-03-13	-0.66447
1992-03-20	-0.66756
1992-03-27	-0.67546
1992-04-03	-0.68855
1992-04-10	-0.70738
1992-04-17	-0.73010
1992-04-24	-0.75609
1992-05-01	-0.78307
1992-05-08	-0.80829
1992-05-15	-0.83093
1992-05-22	-0.85039
1992-05-29	-0.86634
1992-06-05	-0.88023
1992-06-12	-0.89377
1992-06-19	-0.90691
1992-06-26	-0.91935
1992-07-03	-0.93028
1992-07-10	-0.93838
1992-07-17	-0.94381
1992-07-24	-0.94597
1992-07-31	-0.94482
1992-08-07	-0.94035
1992-08-14	-0.93327
1992-08-21	-0.92290
1992-08-28	-0.90919
1992-09-04	-0.89134
1992-09-11	-0.86958
1992-09-18	-0.84187
1992-09-25	-0.80883
1992-10-02	-0.77257
1992-10-09	-0.73666
1992-10-16	-0.70454
1992-10-23	-0.67995
1992-10-30	-0.66589
1992-11-06	-0.66430
1992-11-13	-0.67370
1992-11-20	-0.69446
1992-11-27	-0.72539
1992-12-04	-0.76335
1992-12-11	-0.80541
1992-12-18	-0.84551
1992-12-25	-0.88145
1993-01-01	-0.91002
1993-01-08	-0.93058
1993-01-15	-0.94498
1993-01-22	-0.95394
1993-01-29	-0.95856
1993-02-05	-0.96067
1993-02-12	-0.96173
1993-02-19	-0.96204
1993-02-26	-0.96451
1993-03-05	-0.96791
1993-03-12	-0.97304
1993-03-19	-0.97961
1993-03-26	-0.98730
1993-04-02	-0.99453
1993-04-09	-1.00123
1993-04-16	-1.00624
1993-04-23	-1.00836
1993-04-30	-1.00824
1993-05-07	-1.00486
1993-05-14	-1.00003
1993-05-21	-0.99580
1993-05-28	-0.99417
1993-06-04	-0.99694
1993-06-11	-1.00624
1993-06-18	-1.02158
1993-06-25	-1.04069
1993-07-02	-1.06121
1993-07-09	-1.08108
1993-07-16	-1.09721
1993-07-23	-1.10900
1993-07-30	-1.11530
1993-08-06	-1.11741
1993-08-13	-1.11636
1993-08-20	-1.11284
1993-08-27	-1.10781
1993-09-03	-1.10206
1993-09-10	-1.09541
1993-09-17	-1.08711
1993-09-24	-1.07754
1993-10-01	-1.06629
1993-10-08	-1.05327
1993-10-15	-1.03784
1993-10-22	-1.02005
1993-10-29	-1.00076
1993-11-05	-0.98251
1993-11-12	-0.96829
1993-11-19	-0.96030
1993-11-26	-0.96049
1993-12-03	-0.96825
1993-12-10	-0.98165
1993-12-17	-0.99834
1993-12-24	-1.01530
1993-12-31	-1.02995
1994-01-07	-1.04106
1994-01-14	-1.04745
1994-01-21	-1.04661
1994-01-28	-1.03898
1994-02-04	-1.02330
1994-02-11	-0.99936
1994-02-18	-0.96997
1994-02-25	-0.93623
1994-03-04	-0.89906
1994-03-11	-0.86172
1994-03-18	-0.82630
1994-03-25	-0.79431
1994-04-01	-0.76757
1994-04-08	-0.74839
1994-04-15	-0.73663
1994-04-22	-0.73078
1994-04-29	-0.73156
1994-05-06	-0.73447
1994-05-13	-0.73969
1994-05-20	-0.74674
1994-05-27	-0.75230
1994-06-03	-0.75358
1994-06-10	-0.75246
1994-06-17	-0.74712
1994-06-24	-0.74074
1994-07-01	-0.73589
1994-07-08	-0.73695
1994-07-15	-0.74479
1994-07-22	-0.75913
1994-07-29	-0.77702
1994-08-05	-0.79513
1994-08-12	-0.81120
1994-08-19	-0.82105
1994-08-26	-0.82167
1994-09-02	-0.81163
1994-09-09	-0.79102
1994-09-16	-0.76105
1994-09-23	-0.72650
1994-09-30	-0.69109
1994-10-07	-0.65984
1994-10-14	-0.63535
1994-10-21	-0.61704
1994-10-28	-0.60193
1994-11-04	-0.58703
1994-11-11	-0.56888
1994-11-18	-0.54482
1994-11-25	-0.51466
1994-12-02	-0.48088
1994-12-09	-0.44643
1994-12-16	-0.41852
1994-12-23	-0.40068
1994-12-30	-0.39684
1995-01-06	-0.40909
1995-01-13	-0.43551
1995-01-20	-0.47170
1995-01-27	-0.51266
1995-02-03	-0.55365
1995-02-10	-0.59044
1995-02-17	-0.61931
1995-02-24	-0.63995
1995-03-03	-0.65154
1995-03-10	-0.65575
1995-03-17	-0.65606
1995-03-24	-0.65417
1995-03-31	-0.65370
1995-04-07	-0.65647
1995-04-14	-0.66439
1995-04-21	-0.67753
1995-04-28	-0.69478
1995-05-05	-0.71337
1995-05-12	-0.73111
1995-05-19	-0.74385
1995-05-26	-0.75020
1995-06-02	-0.74845
1995-06-09	-0.74137
1995-06-16	-0.72970
1995-06-23	-0.71830
1995-06-30	-0.70908
1995-07-07	-0.70355
1995-07-14	-0.70380
1995-07-21	-0.70760
1995-07-28	-0.71379
1995-08-04	-0.72232
1995-08-11	-0.73128
1995-08-18	-0.73879
1995-08-25	-0.74423
1995-09-01	-0.74589
1995-09-08	-0.74416
1995-09-15	-0.73976
1995-09-22	-0.73302
1995-09-29	-0.72637
1995-10-06	-0.72292
1995-10-13	-0.72343
1995-10-20	-0.72884
1995-10-27	-0.73867
1995-11-03	-0.75263
1995-11-10	-0.76774
1995-11-17	-0.77976
1995-11-24	-0.78755
1995-12-01	-0.78927
1995-12-08	-0.78590
1995-12-15	-0.77872
1995-12-22	-0.77193
1995-12-29	-0.76895
1996-01-05	-0.77421
1996-01-12	-0.78587
1996-01-19	-0.80361
1996-01-26	-0.82537
1996-02-02	-0.84544
1996-02-09	-0.85900
1996-02-16	-0.86356
1996-02-23	-0.85790
1996-03-01	-0.84148
1996-03-08	-0.81820
1996-03-15	-0.79063
1996-03-22	-0.76398
1996-03-29	-0.74026
1996-04-05	-0.72199
1996-04-12	-0.70965
1996-04-19	-0.70541
1996-04-26	-0.70892
1996-05-03	-0.71701
1996-05-10	-0.72793
1996-05-17	-0.73873
1996-05-24	-0.74600
1996-05-31	-0.74853
1996-06-07	-0.74535
1996-06-14	-0.73923
1996-06-21	-0.73142
1996-06-28	-0.72436
1996-07-05	-0.71976
1996-07-12	-0.71863
1996-07-19	-0.72329
1996-07-26	-0.73265
1996-08-02	-0.74452
1996-08-09	-0.75806
1996-08-16	-0.76827
1996-08-23	-0.77306
1996-08-30	-0.77184
1996-09-06	-0.76492
1996-09-13	-0.75640
1996-09-20	-0.74882
1996-09-27	-0.74481
1996-10-04	-0.74710
1996-10-11	-0.75596
1996-10-18	-0.76905
1996-10-25	-0.78473
1996-11-01	-0.79961
1996-11-08	-0.81042
1996-11-15	-0.81390
1996-11-22	-0.80900
1996-11-29	-0.79546
1996-12-06	-0.77501
1996-12-13	-0.75144
1996-12-20	-0.72870
1996-12-27	-0.71007
1997-01-03	-0.69707
1997-01-10	-0.69101
1997-01-17	-0.69277
1997-01-24	-0.70090
1997-01-31	-0.71314
1997-02-07	-0.72703
1997-02-14	-0.74012
1997-02-21	-0.74832
1997-02-28	-0.75029
1997-03-07	-0.74489
1997-03-14	-0.73372
1997-03-21	-0.71816
1997-03-28	-0.70054
1997-04-04	-0.68216
1997-04-11	-0.66635
1997-04-18	-0.65348
1997-04-25	-0.64431
1997-05-02	-0.63916
1997-05-09	-0.63638
1997-05-16	-0.63521
1997-05-23	-0.63489
1997-05-30	-0.63437
1997-06-06	-0.63436
1997-06-13	-0.63597
1997-06-20	-0.63905
1997-06-27	-0.64339
1997-07-04	-0.64962
1997-07-11	-0.65550
1997-07-18	-0.66071
1997-07-25	-0.66485
1997-08-01	-0.66668
1997-08-08	-0.66641
1997-08-15	-0.66359
1997-08-22	-0.65885
1997-08-29	-0.65228
1997-09-05	-0.64472
1997-09-12	-0.63638
1997-09-19	-0.62696
1997-09-26	-0.61549
1997-10-03	-0.60111
1997-10-10	-0.58219
1997-10-17	-0.55913
1997-10-24	-0.53381
1997-10-31	-0.50881
1997-11-07	-0.48976
1997-11-14	-0.47600
1997-11-21	-0.47043
1997-11-28	-0.47166
1997-12-05	-0.47780
1997-12-12	-0.48697
1997-12-19	-0.49991
1997-12-26	-0.51596
1998-01-02	-0.53426
1998-01-09	-0.55328
1998-01-16	-0.57467
1998-01-23	-0.59529
1998-01-30	-0.61513
1998-02-06	-0.63342
1998-02-13	-0.64753
1998-02-20	-0.65735
1998-02-27	-0.66164
1998-03-06	-0.65945
1998-03-13	-0.65380
1998-03-20	-0.64679
1998-03-27	-0.63851
1998-04-03	-0.63054
1998-04-10	-0.62357
1998-04-17	-0.61707
1998-04-24	-0.61065
1998-05-01	-0.60450
1998-05-08	-0.59886
1998-05-15	-0.59374
1998-05-22	-0.58865
1998-05-29	-0.58232
1998-06-05	-0.57707
1998-06-12	-0.57249
1998-06-19	-0.56981
1998-06-26	-0.56827
1998-07-03	-0.56787
1998-07-10	-0.56600
1998-07-17	-0.55989
1998-07-24	-0.54567
1998-07-31	-0.52101
1998-08-07	-0.48395
1998-08-14	-0.43506
1998-08-21	-0.37683
1998-08-28	-0.31216
1998-09-04	-0.24607
1998-09-11	-0.18182
1998-09-18	-0.12110
1998-09-25	-0.06680
1998-10-02	-0.02306
1998-10-09	0.00712
1998-10-16	0.01856
1998-10-23	0.01001
1998-10-30	-0.01284
1998-11-06	-0.04383
1998-11-13	-0.07407
1998-11-20	-0.10265
1998-11-27	-0.12582
1998-12-04	-0.14338
